"Nombre de la campaña","Nombre del conjunto de anuncios","Nombre del anuncio",Semana,Inicio,Fin,"Presupuesto de la campaña","Tipo de presupuesto de la campaña","Presupuesto del conjunto de anuncios","Tipo de presupuesto del conjunto de anuncios","Importe gastado (USD)","Tipo de resultado",Resultados,"Coste por resultado",Application,"Coste por Application","All Leads","Coste por All Leads","event registration","Coste por event registration",Alcance,Impresiones,"Clics en el enlace","CTR (porcentaje de clics en el enlace)","CPC (Coste por clic en el enlace)","CPM (coste por 1000 impresiones)","Coste por ThruPlay",Objetivo,"Inicio del informe","Fin del informe"
RMTEU_Spain_Global_Meta_Conversion,"LAA - All Leads",Andreina,"2024-07-22 - 2024-07-28",2023-01-19,"En curso",68,Diario,"Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,CONVERSIONS,2024-07-22,2024-07-28
RMTEU_Spain_Global_Meta_Prospecting_AI_EN_CBO,Prospecting_LLA_BST_1to2_QApps_2_LastCall,Video_AllPlacements_Static,"2024-07-22 - 2024-07-28",2024-08-29,"En curso",17,Diario,"Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-07-22,2024-07-28
RMTEU_Spain_Global_Meta_Prospecting_ES_ABO,"Prospecting_FBAudience_Interests_Computer science",Image_AllPlacements_Carrousel,"2024-07-22 - 2024-07-28",2024-06-17,"En curso","Con el presupuesto del conjunto de anuncios",,100,Diario,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-07-22,2024-07-28
RMTEU_Spain_Global_Meta_Conversion_AISchool__Advantage+,"RMTEU_Spain_Global_Meta_Conversion_AISchool_AdvantageShopping Ad set",AISchool_Data,"2024-07-22 - 2024-07-28",2024-04-29,2024-05-14,"Con el presupuesto del conjunto de anuncios",,357,"Toda la campaña",0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-07-22,2024-07-28
RMTEU_Spain_Global_Meta_Prospecting_APAC,01_Prospecting_Broad_APAC,04_Video_APAC_StrInterview1,"2024-07-22 - 2024-07-28",2025-06-24,"En curso",109,Diario,"Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-07-22,2024-07-28
RMTEU_Spain_Global_Meta_Prospecting_ES_ABO,Prospecting_FBAudience_Interests_ProgrammingLanguages,Video_AllPlacements_Static,"2024-07-22 - 2024-07-28",2024-05-31,"En curso","Con el presupuesto del conjunto de anuncios",,100,Diario,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-07-22,2024-07-28
RMTEU_Spain_Global_Meta_Conversion_ES_UGC,"LLA - All Leads","FixPay_AllCourses_ES_LookalikeAudience_AllPlacements_Video - Copy","2024-07-22 - 2024-07-28",2023-08-02,"En curso",45,Diario,"Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-07-22,2024-07-28
RMTEU_Spain_Global_Meta_Conversion_DA,LAA,"New Sales Ad - Copy","2024-07-22 - 2024-07-28",2024-04-03,"En curso",20,Diario,"Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-07-22,2024-07-28
RMTEU_Spain_Global_Meta_Conversion_AISchool,"Prospecting - Videos",AISchool_Data,"2024-07-22 - 2024-07-28",2024-04-16,2024-05-05,1050,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-07-22,2024-07-28
RMTEU_Spain_Global_Meta_Prospecting_ES_ABO,Prospecting_LLA_QApps_1%,Image_AllPlacements_Static,"2024-07-22 - 2024-07-28",2024-05-31,"En curso","Con el presupuesto del conjunto de anuncios",,100,Diario,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-07-22,2024-07-28
RMTEU_Spain_Global_Meta_Conversion_AISchool,"Prospecting - Banners",AISchool_UISkills,"2024-07-22 - 2024-07-28",2024-04-16,2024-05-05,1050,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-07-22,2024-07-28
RMTEU_Spain_Global_Meta_Prospecting_MKT_EN_CBO,Prospecting_FBAudience_Interests_DigitalMarketing,Video_AllPlacements_Static_Oct25,"2024-07-22 - 2024-07-28",2024-09-26,"En curso",185,Diario,"Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-07-22,2024-07-28
RMTEU_Spain_Global_Meta_Conversion_DV,"Microsoft Azure","New Sales Ad","2024-07-22 - 2024-07-28",2024-04-04,2024-04-29,1374,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-07-22,2024-07-28
RMTEU_Spain_Global_Meta_Conversion_DA_ES,data,courses2stories,"2024-07-22 - 2024-07-28",2022-09-20,"En curso",27,Diario,"Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,CONVERSIONS,2024-07-22,2024-07-28
RMTEU_Spain_Global_Meta_Prospecting_MK_LastCall,01_Prospecting_Broad,01_Video_Elena_Certificaciones,"2024-07-22 - 2024-07-28",2025-06-10,"En curso",60,Diario,"Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-07-22,2024-07-28
RMTEU_Spain_Global_Meta_EmbeddedForms_Masters,04_Prospecting_Broad_MiSuenoMiHistoria,08_Video_MiSuenoEraTrViajand,"2024-07-22 - 2024-07-28",2025-05-06,"En curso","Con el presupuesto del conjunto de anuncios",,54,Diario,0,,,,,,,,,,0,0,,,,,,OUTCOME_LEADS,2024-07-22,2024-07-28
RMTEU_Spain_Global_Meta_Conversion_AI,Ad4,"New Sales Ad","2024-07-22 - 2024-07-28",2024-05-08,2024-05-30,1509,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-07-22,2024-07-28
RMTEU_Spain_Global_Meta_Conversion_ES_Becas,LAA,"Becas_Sandra_AllCourses_ES_Prospecting_AllPlacements_Video - Copy 2","2024-07-22 - 2024-07-28",2024-01-23,"En curso",20,Diario,"Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-07-22,2024-07-28
RMTEU_Spain_Global_Meta_Conversion_ML,Python,"DataScience_EN_Prospecting_AllPlacements_Video - Copy","2024-07-22 - 2024-07-28",2024-03-07,2024-03-30,1807,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-07-22,2024-07-28
RMTEU_Spain_Global_Meta_Conversion_AI,Ad2,"New Sales Ad","2024-07-22 - 2024-07-28",2024-04-12,2024-04-30,520,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-07-22,2024-07-28
RMTEU_Spain_Global_Meta_Conversion_ML,DigitalData,DataScience_EN_Prospecting_AllPlacements_Video,"2024-07-22 - 2024-07-28",2024-03-07,2024-03-30,1807,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-07-22,2024-07-28
RMTEU_Spain_Global_Meta_Prospecting_AI_EN_CBO,Prospecting_CustomList_BST,Video_AllPlacements_Static_Marta_July2024,"2024-07-22 - 2024-07-28",2024-07-26,"En curso",37,Diario,"Con el presupuesto de la campaña",,0,"All Leads",,,,,,,,,1,1,,,,0,,OUTCOME_SALES,2024-07-22,2024-07-28
RMTEU_Spain_Global_Meta_Conversion_AISchool,"Retargeting - Videos",AISchool_Visuals,"2024-07-22 - 2024-07-28",2024-04-16,2024-05-05,1050,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-07-22,2024-07-28
RMTEU_Spain_Global_Meta_Conversion_AI,Ad3,"New Sales Ad","2024-07-22 - 2024-07-28",2024-05-08,2024-05-30,1509,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-07-22,2024-07-28
RMTEU_Spain_Global_Meta_Conversion_AISchool__Advantage+,"RMTEU_Spain_Global_Meta_Conversion_AISchool_AdvantageShopping Ad set","AISchool_Visuals - Copy 2","2024-07-22 - 2024-07-28",2024-04-29,2024-05-14,"Con el presupuesto del conjunto de anuncios",,357,"Toda la campaña",0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-07-22,2024-07-28
RMTEU_Spain_Global_Meta_EmbeddedForms_WD_LastCall,01_Prospecting_LLA2,01_Video_Rocio,"2024-07-22 - 2024-07-28",2025-03-27,"En curso",60,Diario,"Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_LEADS,2024-07-22,2024-07-28
RMTEU_Spain_Global_Meta_Conversion_AISchool,"Prospecting - Videos",AISchool_AIProducts,"2024-07-22 - 2024-07-28",2024-04-16,2024-05-05,1050,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-07-22,2024-07-28
RMTEU_Spain_Global_Meta_Conversion_AISchool,AI,"AISchool_AI_EN_Prospecting_AllPlacement_StaticBanner - Copy 2","2024-07-22 - 2024-07-28",2024-03-08,2024-04-07,"Con el presupuesto del conjunto de anuncios",,250,"Toda la campaña",0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-07-22,2024-07-28
RMTEU_Spain_Global_Meta_Conversion_DV,Ad1,"New Sales Ad","2024-07-22 - 2024-07-28",2024-04-04,2024-04-29,1374,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-07-22,2024-07-28
RMTEU_Spain_Global_Meta_Prospecting_ML_EN_CBO,Prospecting_FBAudience_Interests,Video_AllPlacements_Static_Ellie_ML,"2024-07-22 - 2024-07-28",2024-06-05,2024-07-31,2485,"Toda la campaña","Con el presupuesto de la campaña",,4.51,"All Leads",,,,,,,,,22,25,2,8,2.255,180.4,,OUTCOME_SALES,2024-07-22,2024-07-28
RMTEU_Spain_Global_Meta_Conversion_AI,Ad4,"New Sales Ad","2024-07-22 - 2024-07-28",2024-04-02,2024-04-28,3120,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-07-22,2024-07-28
RMTEU_Spain_Global_Meta_Conversion_AISchool,Programs,"AISchool_AI_EN_Prospecting_AllPlacement_StaticBanner - Copy 3","2024-07-15 - 2024-07-21",2024-03-08,2024-04-07,"Con el presupuesto del conjunto de anuncios",,250,"Toda la campaña",0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-07-15,2024-07-21
RMTEU_Spain_Global_Meta_Prospecting_ML_EN_CBO,Prospecting_FBAudience_Interests_DigitalData,Video_AllPlacements_Static,"2024-07-15 - 2024-07-21",2024-06-05,2024-07-31,2485,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-07-15,2024-07-21
RMTEU_Spain_Global_Meta_Conversion_ES_UGC,"Prospecting - All Leads",FixPay_AllCourses_ES_Prospecting_AllPlacements_Video,"2024-07-15 - 2024-07-21",2023-08-02,"En curso",45,Diario,"Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-07-15,2024-07-21
RMTEU_Spain_Global_Meta_EmbeddedForms_Masters,02_Prospecting_Broad_Tour,05_Video_Tour_NoQVerf,"2024-07-15 - 2024-07-21",2025-04-10,"En curso","Con el presupuesto del conjunto de anuncios",,70,Diario,0,,,,,,,,,,0,0,,,,,,OUTCOME_LEADS,2024-07-15,2024-07-21
RMTEU_Spain_Global_Meta_Prospecting_MKT_EN_CBO,Retargeting_Visitors,Video_AllPlacements_Static_1,"2024-07-15 - 2024-07-21",2024-10-28,"En curso",185,Diario,"Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-07-15,2024-07-21
RMTEU_Spain_Global_Meta_Conversion_ES,Prospecting,"ISA_AllCourses_ES_Prospecting_AllPlacements_Video - Copy","2024-07-15 - 2024-07-21",2023-07-05,"En curso",44,Diario,"Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-07-15,2024-07-21
RMTEU_Spain_Global_Meta_Conversion_AISchool,AI,AISchool_AI_EN_Prospecting_AllPlacement_StaticBanner,"2024-07-15 - 2024-07-21",2024-03-08,2024-04-07,"Con el presupuesto del conjunto de anuncios",,250,"Toda la campaña",0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-07-15,2024-07-21
RMTEU_Spain_Global_Meta_Conversion_DA,Prospecting,"New Sales Ad","2024-07-15 - 2024-07-21",2024-04-04,"En curso",20,Diario,"Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-07-15,2024-07-21
RMTEU_Spain_Global_Meta_Conversion_AISchool,"Retargeting - Banners","AISchool_AIProducts - Copy 2","2024-07-15 - 2024-07-21",2024-04-16,2024-05-05,1050,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-07-15,2024-07-21
RMTEU_Spain_Global_Meta_Conversion_WD_ES,courses_Feed,courses3feed,"2024-07-15 - 2024-07-21",2022-09-20,"En curso",27,Diario,"Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,CONVERSIONS,2024-07-15,2024-07-21
"RMTEU_Spain_Global_Meta_Conversion_AISchool_AdvantageShopping Campaign","RMTEU_Spain_Global_Meta_Conversion_AISchool_AdvantageShopping Ad set","AISchool_Python - Copy","2024-07-15 - 2024-07-21",2024-04-29,2024-05-05,"Con el presupuesto del conjunto de anuncios",,353,"Toda la campaña",0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-07-15,2024-07-21
RMTEU_Spain_Global_Meta_Conversion_DV,IT,"New Sales Ad - Copy 2","2024-07-15 - 2024-07-21",2024-04-04,2024-04-29,1374,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-07-15,2024-07-21
RMTEU_Spain_Global_Meta_Prospecting_ISA_Lab,01_Prospecting_Broad_ISA_Lab,05_Image_ISA_Brand,"2024-07-15 - 2024-07-21",2025-06-13,"En curso",195,Diario,"Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-07-15,2024-07-21
RMTEU_Spain_Global_Meta_Conversion_ML,DataScience,"DataScience_EN_Prospecting_AllPlacements_Video - Copy","2024-07-15 - 2024-07-21",2024-03-07,2024-03-30,1807,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-07-15,2024-07-21
RMTEU_Spain_Global_Meta_Conversion_ES_UGC,Pablo1,UGC_Pablo1_AllCourses_ES_Prospecting_AllPlacements_Video,"2024-07-15 - 2024-07-21",2024-04-01,"En curso","Con el presupuesto del conjunto de anuncios",,5,Diario,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-07-15,2024-07-21
RMTEU_Spain_Global_Meta_Conversion_ES,"All Interests","New Leads Ad - Copy","2024-07-15 - 2024-07-21",2023-06-12,2023-06-27,50,Diario,"Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_LEADS,2024-07-15,2024-07-21
"RMTEU_Spain_Global_Meta_Conversion_AISchool_AdvantageShopping Campaign","RMTEU_Spain_Global_Meta_Conversion_AISchool_AdvantageShopping Ad set",AISchool_Python,"2024-07-15 - 2024-07-21",2024-04-29,2024-05-05,"Con el presupuesto del conjunto de anuncios",,353,"Toda la campaña",0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-07-15,2024-07-21
RMTEU_Spain_Global_Meta_Prospecting_MKT_EN_CBO,Prospecting_Broad,Video_AllPlacements_Static,"2024-07-15 - 2024-07-21",2024-10-11,"En curso",185,Diario,"Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-07-15,2024-07-21
RMTEU_Spain_Global_Meta_Conversion_ML,DataMining,"DataScience_EN_Prospecting_AllPlacements_Video - Copy","2024-07-15 - 2024-07-21",2024-02-12,2024-02-28,1306,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-07-15,2024-07-21
RMTEU_Spain_Global_Meta_Conversion_AISchool,"Retargeting - Banners",AISchool_Python,"2024-07-15 - 2024-07-21",2024-04-16,2024-05-05,1050,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-07-15,2024-07-21
RMTEU_Spain_Global_Meta_Prospecting_ES_ISA,06_Prospecting_Interests_Interview,01_Video_Interview,"2024-07-15 - 2024-07-21",2025-03-05,"En curso","Con el presupuesto del conjunto de anuncios",,60,Diario,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-07-15,2024-07-21
RMTEU_Spain_Global_Meta_Prospecting_ISA_Scale,01_Prospecting_Broad_ISA_Scale,03_Video_ISA_PauEscuelaTech,"2024-07-15 - 2024-07-21",2025-06-13,"En curso",333,Diario,"Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-07-15,2024-07-21
RMTEU_Spain_Global_Meta_Conversion_AI,Ad3,"New Sales Ad","2024-07-15 - 2024-07-21",2024-04-02,2024-04-28,3120,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-07-15,2024-07-21
RMTEU_Spain_Global_Meta_Prospecting_ML_EN_CBO,Prospecting_FBAudience_Interests,Video_AllPlacements_Static,"2024-07-15 - 2024-07-21",2024-06-05,2024-07-31,2485,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-07-15,2024-07-21
RMTEU_Spain_Global_Meta_Prospecting_AI_EN_CBO,Prospecting_FBAudience_Interests_AI,"New Sales Ad - Copy","2024-07-15 - 2024-07-21",2024-06-06,2024-07-31,1654,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-07-15,2024-07-21
RMTEU_Spain_Global_Meta_Conversion_ML,DataMining,"DataScience_EN_Prospecting_AllPlacements_Video - Copy","2024-07-15 - 2024-07-21",2024-05-07,2024-05-19,686,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-07-15,2024-07-21
RMTEU_Spain_Global_Meta_Conversion_ML,DataAnalysis,"DataScience_EN_Prospecting_AllPlacements_Video - Copy","2024-07-15 - 2024-07-21",2024-03-07,2024-03-30,1807,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-07-15,2024-07-21
RMTEU_Spain_Global_Meta_Conversion_ES,Others,Data,"2024-07-15 - 2024-07-21",2022-11-17,"En curso","Con el presupuesto del conjunto de anuncios",,33,Diario,0,,,,,,,,,,0,0,,,,,,CONVERSIONS,2024-07-15,2024-07-21
RMTEU_Spain_Global_Meta_Conversion_AISchool,"Prospecting - Banners",AISchool_Python,"2024-07-15 - 2024-07-21",2024-04-16,2024-05-05,1050,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-07-15,2024-07-21
RMTEU_Spain_Global_Meta_Conversion_AISchool,"Professional Development","AISchool_AI_EN_Prospecting_AllPlacement_StaticBanner - Copy 2","2024-07-15 - 2024-07-21",2024-03-07,2024-04-07,"Con el presupuesto del conjunto de anuncios",,250,"Toda la campaña",0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-07-15,2024-07-21
RMTEU_Spain_Global_Meta_Conversion_ES,"LLA - All Leads","ISA_AllCourses_ES_LookalikeAudience_AllPlacements_Video - Copy","2024-07-15 - 2024-07-21",2023-07-05,"En curso",44,Diario,"Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-07-15,2024-07-21
RMTEU_Spain_Global_Meta_Prospecting_ABO_FinancingOptions_BCAS,Prospecting_Interests,Video_AllPlacements_Static_FinancingOptions_Elisa,"2024-07-15 - 2024-07-21",2024-06-19,"En curso","Con el presupuesto del conjunto de anuncios",,58,Diario,312.16,"All Leads",11,28.37818182,9,34.68444444,11,28.37818182,,,21640,26121,136,0.52065388,2.29529412,11.95053788,0.33747027,OUTCOME_SALES,2024-07-15,2024-07-21
RMTEU_Spain_Global_Meta_Leads_EN_UX_ShortCourse,"Web Design","New Sales Ad","2024-07-15 - 2024-07-21",2022-10-20,2022-11-20,1500,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-07-15,2024-07-21
RMTEU_Spain_Global_Meta_Conversion_WD_ES,jh+cd_Feed,jh+cd1feed,"2024-07-15 - 2024-07-21",2022-09-20,"En curso",27,Diario,"Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,CONVERSIONS,2024-07-15,2024-07-21
RMTEU_Spain_Global_Meta_Conversion_WD_ES,jh+cd_stories,jh+cd2stories,"2024-07-15 - 2024-07-21",2022-09-20,"En curso",27,Diario,"Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,CONVERSIONS,2024-07-15,2024-07-21
RMTEU_Spain_Global_Meta_EmbeddedForms_Masters,01_Prospecting_Broad_Interview,01_Video_Interview_NoQ,"2024-07-15 - 2024-07-21",2025-04-10,"En curso","Con el presupuesto del conjunto de anuncios",,78,Diario,0,,,,,,,,,,0,0,,,,,,OUTCOME_LEADS,2024-07-15,2024-07-21
RMTEU_Spain_Global_Meta_Conversion_ES_Becas,Prospecting,Becas_Elisa_AllCourses_ES_Prospecting_AllPlacements_Video,"2024-07-15 - 2024-07-21",2024-01-23,"En curso",20,Diario,"Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-07-15,2024-07-21
RMTEU_Spain_Global_Meta_TypeformQualified_Masters,01_Prospecting_Broad,03_VideoYoEstudieInformatico,"2024-07-15 - 2024-07-21",2025-05-20,"En curso",100,Diario,"Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-07-15,2024-07-21
RMTEU_Spain_Global_Meta_Prospecting_ES_ABO,Prospecting_LLA_QApps_1%,Image_AllPlacements_Carrousel,"2024-07-15 - 2024-07-21",2024-05-31,"En curso","Con el presupuesto del conjunto de anuncios",,100,Diario,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-07-15,2024-07-21
RMTEU_Spain_Global_Meta_Conversion_WD_ES,"Web Development_Feed",Webdevelopmentfeed2,"2024-07-15 - 2024-07-21",2022-09-20,"En curso",27,Diario,"Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,CONVERSIONS,2024-07-15,2024-07-21
RMTEU_Spain_Global_Meta_Conversion_AISchool,"Retargeting - Videos",AISchool_UISkills,"2024-07-15 - 2024-07-21",2024-04-16,2024-05-05,1050,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-07-15,2024-07-21
RMTEU_Spain_Global_Meta_Prospecting_Tech_Lab,01_Prospecting_Broad_Tech_Lab,01_Video_Master_InterviewCY,"2024-07-15 - 2024-07-21",2025-06-13,"En curso",195,Diario,"Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-07-15,2024-07-21
RMTEU_Spain_Global_Meta_Conversion_DA,Prospecting,"New Sales Ad","2024-07-15 - 2024-07-21",2024-04-03,"En curso",20,Diario,"Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-07-15,2024-07-21
RMTEU_Spain_Global_Meta_Leads_EN_UX_ShortCourse,"Web Design","New Sales Ad - Copy","2024-07-15 - 2024-07-21",2022-10-20,2022-11-20,1500,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-07-15,2024-07-21
RMTEU_Spain_Global_Meta_Prospecting_ES_CBO_BackToSchool_2024,Prospecting_LLA_QApps_1,Image_AllPlacements_Static_LuisCamarero,"2024-07-15 - 2024-07-21",2024-07-01,"En curso",105,Diario,"Con el presupuesto de la campaña",,0.11,"Visitas a la página de destino",1,0.11,,,,,,,48,49,1,2.04081633,0.11,2.24489796,,LINK_CLICKS,2024-07-15,2024-07-21
RMTEU_Spain_Global_Meta_Conversion_AISchool,ML,"AISchool_AI_EN_Prospecting_AllPlacement_StaticBanner - Copy 3","2024-07-15 - 2024-07-21",2024-03-08,2024-04-07,"Con el presupuesto del conjunto de anuncios",,250,"Toda la campaña",0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-07-15,2024-07-21
RMTEU_Spain_Global_Meta_Prospecting_Tech_Scale,01_Prospecting_Broad_Tech_Scale,02_Video_Master_ElenaTour,"2024-07-15 - 2024-07-21",2025-06-13,"En curso",149,Diario,"Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-07-15,2024-07-21
RMTEU_Spain_Global_Meta_Conversion_DV,Ad2,"New Sales Ad - Copy","2024-07-15 - 2024-07-21",2024-04-04,2024-04-29,1374,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-07-15,2024-07-21
RMTEU_Spain_Global_Meta_Prospecting_ES_ABO,Prospecting_LLA_QApps_1%,"Image_AllPlacements_Static - Copy 3","2024-07-15 - 2024-07-21",2024-05-31,"En curso","Con el presupuesto del conjunto de anuncios",,100,Diario,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-07-15,2024-07-21
RMTEU_Spain_Global_Meta_Prospecting_MKT_EN_CBO,Prospecting_LLA,Image_02,"2024-07-15 - 2024-07-21",2024-11-11,"En curso","Con el presupuesto del conjunto de anuncios",,27.68,Diario,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-07-15,2024-07-21
RMTEU_Spain_Global_Meta_Conversion_AISchool,"LAA - Banners",AISchool_Python,"2024-07-15 - 2024-07-21",2024-04-16,2024-05-05,1050,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-07-15,2024-07-21
RMTEU_Spain_Global_Meta_Conversion_ES_UGC,"RTG - All Leads","Olga_AllCourses_ES_RTG_AllPlacements_Video - Copy","2024-07-15 - 2024-07-21",2023-08-02,"En curso",45,Diario,"Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-07-15,2024-07-21
RMTEU_Spain_Global_Meta_Leads_EN_UX_ShortCourse,"ProgrammingLanguages + CD&Others","New Sales Ad - Copy","2024-07-15 - 2024-07-21",2022-10-20,2022-11-20,1500,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-07-15,2024-07-21
RMTEU_Spain_Global_Meta_Conversion,"All - Web Application",MarcosFranz,"2024-07-15 - 2024-07-21",2023-01-19,"En curso",68,Diario,"Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,CONVERSIONS,2024-07-15,2024-07-21
RMTEU_Spain_Global_Meta_Conversion_AISchool,"LAA - Banners",AISchool_Python,"2024-07-15 - 2024-07-21",2024-04-16,2024-05-05,1050,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-07-15,2024-07-21
